Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
131,2-Story 1946 & Newer,Residential Low Density,14200,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Two story,7,6,1966,1966,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,309.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,445,Unfinished/No Basement,0,479,924,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1216,941,0,2157,0,0,2,1,4,1,Good,8,Typical Functionality,2,Attached to home,1966.0,Finished,487,Typical/Average,Typical/Average,Paved,105,66,0,0,0,0,0,5,2006,Warranty Deed - Conventional,Normal Sale,226000
132,2-Story 1946 & Newer,Residential Low Density,12224,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,6,5,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,40.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,695,Unfinished/No Basement,0,297,992,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1022,1032,0,2054,1,0,2,1,3,1,Good,7,Typical Functionality,1,Built-In/No Garage,2000.0,Rough Finished,390,Typical/Average,Typical/Average,Paved,24,48,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,244000
133,1-Story 1946 & Newer All Styles,Residential Low Density,7388,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,6,1959,2002,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,405,Unfinished/No Basement,0,658,1063,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1327,0,0,1327,1,0,1,0,3,1,Good,7,Typical Functionality,0,Detached from home,1974.0,Unfinished/No Garage,624,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,150750
134,1-Story 1946 & Newer All Styles,Residential Low Density,6853,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,One story,8,5,2001,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,136.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1005,Unfinished/No Basement,0,262,1267,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1296,0,0,1296,1,0,2,0,2,1,Good,6,Typical Functionality,0,Attached to home,2001.0,Finished,471,Typical/Average,Typical/Average,Paved,192,25,0,0,0,0,0,6,2009,Warranty Deed - Conventional,Normal Sale,220000
135,1-Story 1946 & Newer All Styles,Residential Low Density,10335,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,6,1968,1993,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,570,Unfinished/No Basement,0,891,1461,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1721,0,0,1721,0,0,2,1,3,1,Typical/Average,7,Minor Deductions 1,1,Attached to home,1968.0,Rough Finished,440,Typical/Average,Typical/Average,Paved,0,96,180,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,180000
136,1-Story 1946 & Newer All Styles,Residential Low Density,10400,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,One story,7,6,1970,1970,Hip,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,288.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1304,1304,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1682,0,0,1682,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1970.0,Unfinished/No Garage,530,Typical/Average,Typical/Average,Paved,98,0,0,0,0,0,0,5,2008,Warranty Deed - Conventional,Normal Sale,174000
137,1-Story 1946 & Newer All Styles,Residential Low Density,10355,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,5,1967,1967,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,196.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,695,Unfinished/No Basement,0,519,1214,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1214,0,0,1214,0,0,2,0,3,1,Typical/Average,5,Typical Functionality,1,Attached to home,1967.0,Rough Finished,318,Typical/Average,Typical/Average,Paved,0,111,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,143000
138,Duplex - All Styles and Ages,Residential Low Density,11070,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Duplex,One story,7,5,1988,1989,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,70.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1907,1907,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1959,0,0,1959,0,0,3,0,5,2,Typical/Average,9,Typical Functionality,0,More than one type of garage,1989.0,Unfinished/No Garage,766,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2006,Warranty Deed - Conventional,Sale between family members,171000
139,2-Story 1946 & Newer,Residential Low Density,9066,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,8,5,1999,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,320.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,668,Unfinished/No Basement,0,336,1004,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1004,848,0,1852,0,0,2,1,3,1,Good,7,Typical Functionality,2,Attached to home,1999.0,Finished,660,Typical/Average,Typical/Average,Paved,224,106,0,0,0,0,0,12,2008,Warranty Deed - Conventional,Normal Sale,230000
140,2-Story 1946 & Newer,Residential Low Density,15426,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,6,5,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,821,Unfinished/No Basement,0,107,928,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,928,836,0,1764,1,0,2,1,3,1,Good,7,Typical Functionality,0,Attached to home,1997.0,Rough Finished,470,Typical/Average,Typical/Average,Paved,276,99,0,0,0,0,0,8,2009,Warranty Deed - Conventional,Normal Sale,231500
141,1-Story 1946 & Newer All Styles,Residential Low Density,10500,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,4,5,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,432,Unfinished/No Basement,0,432,864,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,864,0,0,864,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,1,Built-In/No Garage,1971.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,0,0,0,0,0,0,0,4,2010,Contract Low Interest,Normal Sale,115000
142,1-Story 1946 & Newer All Styles,Residential Low Density,11645,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,7,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1300,Unfinished/No Basement,0,434,1734,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734,0,0,1734,1,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2005.0,Finished,660,Typical/Average,Typical/Average,Paved,160,24,0,0,0,0,0,1,2006,Warranty Deed - Conventional,Normal Sale,260000
143,1-1/2 Story Finished All Ages,Residential Low Density,8520,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,4,1952,1952,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,None,0.0,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,507,Unfinished/No Basement,0,403,910,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,910,475,0,1385,0,0,2,0,4,1,Typical/Average,6,Typical Functionality,0,Detached from home,2000.0,Unfinished/No Garage,720,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,6,2010,Warranty Deed - Conventional,Normal Sale,166000
144,1-Story 1946 & Newer All Styles,Residential Low Density,10335,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,7,5,1999,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,183.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,679,Unfinished/No Basement,0,811,1490,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1501,0,0,1501,1,0,2,0,3,1,Good,6,Typical Functionality,0,Attached to home,1999.0,Rough Finished,577,Typical/Average,Typical/Average,Paved,144,29,0,0,0,0,0,6,2009,Warranty Deed - Conventional,Normal Sale,204000
145,Duplex - All Styles and Ages,Residential Medium Density,9100,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to East-West Railroad,Normal,Duplex,One story,5,5,1963,1963,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,336.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,1332,Unfinished/No Basement,0,396,1728,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1728,0,0,1728,1,0,2,0,6,2,Typical/Average,10,Typical Functionality,0,Detached from home,1963.0,Unfinished/No Garage,504,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,11,2006,Contract Low Interest,Abnormal Sale,125000
146,2-Story PUD-1946 & Newer,Residential Medium Density,2522,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Townhouse Inside Unit,Two story,6,5,2004,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,50.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,970,970,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,970,739,0,1709,0,0,2,0,3,1,Good,7,Major Deductions 1,0,Detached from home,2004.0,Unfinished/No Garage,380,Typical/Average,Typical/Average,Paved,0,40,0,0,0,0,0,4,2006,Warranty Deed - Conventional,Normal Sale,130000
147,1-Story 1945 & Older,Residential Medium Density,6120,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One story,5,7,1931,1993,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,209,Unfinished/No Basement,0,506,715,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),875,0,0,875,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,Detached from home,1931.0,Unfinished/No Garage,180,Fair/No Garage,Typical/Average,Paved,48,0,0,0,0,0,0,11,2009,Warranty Deed - Conventional,Normal Sale,105000
148,2-Story 1946 & Newer,Residential Low Density,9505,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,7,5,2001,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,180.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,884,884,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,884,1151,0,2035,0,0,2,1,3,1,Good,8,Typical Functionality,1,Built-In/No Garage,2001.0,Finished,434,Typical/Average,Typical/Average,Paved,144,48,0,0,0,0,0,5,2010,Warranty Deed - Conventional,Normal Sale,222500
149,1-Story 1946 & Newer All Styles,Residential Low Density,7500,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,One story,7,5,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,120.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,680,Unfinished/No Basement,0,400,1080,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1080,0,0,1080,1,0,1,0,3,1,Good,6,Typical Functionality,0,Built-In/No Garage,2004.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,0,0,0,0,0,0,0,4,2008,Warranty Deed - Conventional,Normal Sale,141000
150,1-1/2 Story Finished All Ages,Residential Medium Density,6240,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,4,1936,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,896,896,Gas forced warm air furnace,Good,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),896,448,0,1344,0,0,1,0,3,1,Typical/Average,7,Typical Functionality,0,Detached from home,1936.0,Unfinished/No Garage,240,Fair/No Garage,Typical/Average,Paved,200,114,0,0,0,0,0,4,2006,Warranty Deed - Conventional,Normal Sale,115000
151,1-Story 1946 & Newer All Styles,Residential Low Density,10356,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,6,1975,1975,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Below Average Living Quarters,716,Unfinished/No Basement,0,253,969,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,969,0,0,969,0,0,1,1,3,1,Typical/Average,5,Typical Functionality,0,Attached to home,1975.0,Unfinished/No Garage,440,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,1,2007,Warranty Deed - Conventional,Normal Sale,122000
152,1-Story 1946 & Newer All Styles,Residential Low Density,13891,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,8,5,2007,2008,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,436.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1400,Unfinished/No Basement,0,310,1710,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1710,0,0,1710,1,0,2,0,2,1,Good,6,Typical Functionality,1,Attached to home,2007.0,Rough Finished,866,Typical/Average,Typical/Average,Paved,0,102,0,0,0,0,0,1,2008,Home just constructed and sold,Home wasn't completed,372402
153,2-Story 1946 & Newer,Residential Low Density,14803,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two story,6,5,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,252.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,416,Unfinished/No Basement,0,409,825,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1097,896,0,1993,0,0,2,1,4,1,Typical/Average,8,Typical Functionality,1,Attached to home,1971.0,Rough Finished,495,Typical/Average,Typical/Average,Paved,0,66,0,0,0,0,0,6,2006,Warranty Deed - Conventional,Normal Sale,190000
154,1-Story 1946 & Newer All Styles,Residential Low Density,13500,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One story,6,7,1960,1975,Flat,Standard (Composite) Shingle,Brick Face,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,429,Average Living Quarters,1080,93,1602,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1252,0,0,1252,1,0,1,0,1,1,Typical/Average,4,Typical Functionality,1,Attached to home,1960.0,Rough Finished,564,Typical/Average,Typical/Average,Paved,409,0,0,0,0,0,0,3,2008,Warranty Deed - Conventional,Normal Sale,235000
155,1-Story 1945 & Older,Residential Medium Density,11340,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,6,5,1923,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1200,1200,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1200,0,0,1200,0,0,1,0,4,1,Typical/Average,7,Typical Functionality,0,Detached from home,1923.0,Unfinished/No Garage,312,Fair/No Garage,Fair/No Garage,Paved,0,0,228,0,0,0,0,3,2006,Warranty Deed - Conventional,Sale between family members,125000
